director_name,duration,genres,movie_title,language,budget,imdb_score
Andrew Douglas,90.0,Drama|Horror|Mystery|Thriller,The Amityville Horror ,English,19000000.0,6.0
Spike Jonze,81.0,Comedy|Drama,Adaptation. ,English,19000000.0,7.7
George A. Romero,97.0,Horror,Land of the Dead ,English,15000000.0,6.2
Terry Gilliam,118.0,Adventure|Comedy|Drama,Fear and Loathing in Las Vegas ,English,18500000.0,7.7
Ricky Gervais,100.0,Comedy|Fantasy|Romance,The Invention of Lying ,English,18500000.0,6.4
Nicholas Stoller,97.0,Comedy,Neighbors ,English,18000000.0,6.4
Chuck Russell,114.0,Action|Comedy|Crime|Fantasy,The Mask ,English,18000000.0,6.9
Penny Marshall,130.0,Comedy|Drama|Family|Fantasy|Romance,Big ,English,18000000.0,7.3
Larry Charles,82.0,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,English,18000000.0,7.3
Robert Luketic,96.0,Comedy|Romance,Legally Blonde ,English,18000000.0,6.2
Leonard Nimoy,105.0,Action|Adventure|Sci-Fi,Star Trek III: The Search for Spock ,English,17000000.0,6.6
Scott Derrickson,122.0,Drama|Horror|Thriller,The Exorcism of Emily Rose ,English,20000000.0,6.7
Mike Mitchell,88.0,Comedy|Romance,Deuce Bigalow: Male Gigolo ,English,17000000.0,5.7
Thomas Bezucha,103.0,Comedy|Drama|Romance,The Family Stone ,English,17000000.0,6.3
Kevin Rodney Sullivan,106.0,Comedy|Drama,Barbershop 2: Back in Business ,English,18000000.0,5.7
Terry Zwigoff,98.0,Comedy|Crime|Drama,Bad Santa ,English,18000000.0,7.1
Jay Roach,68.0,Comedy|Crime,Austin Powers: International Man of Mystery ,English,17000000.0,7.0
Kirk Jones,94.0,Comedy|Family|Romance,My Big Fat Greek Wedding 2 ,English,18000000.0,6.1
David Bowers,99.0,Comedy|Family,Diary of a Wimpy Kid: Rodrick Rules ,English,21000000.0,6.6
John McTiernan,107.0,Action|Horror|Sci-Fi,Predator ,English,15000000.0,7.8
Nelson McCormick,89.0,Horror|Mystery,Prom Night ,English,20000000.0,3.9
Mark Waters,97.0,Comedy,Mean Girls ,English,17000000.0,7.0
Audrey Wells,113.0,Comedy|Drama|Romance,Under the Tuscan Sun ,English,18000000.0,6.7
Robert Altman,131.0,Drama|Mystery,Gosford Park ,English,19800000.0,7.3
Francis Ford Coppola,103.0,Comedy|Drama|Fantasy|Romance,Peggy Sue Got Married ,English,18000000.0,6.3
Alejandro G. Iñárritu,119.0,Comedy|Drama|Romance,Birdman or (The Unexpected Virtue of Ignorance) ,English,18000000.0,7.8
Woody Allen,98.0,Drama,Blue Jasmine ,English,18000000.0,7.3
Paul Greengrass,111.0,Drama|History|Thriller,United 93 ,English,15000000.0,7.6
Bille Woodruff,94.0,Drama|Music|Romance,Honey ,English,25000000.0,5.3
Edward Zwick,122.0,Drama|History|War,Glory ,English,18000000.0,7.9
Rick Friedberg,81.0,Action|Comedy,Spy Hard ,English,18000000.0,5.3
John Carpenter,89.0,Fantasy|Horror,The Fog ,English,1000000.0,6.8
Sean McNamara,106.0,Biography|Drama|Family|Sport,Soul Surfer ,English,18000000.0,7.1
Mike Nichols,122.0,Comedy|Drama|War,Catch-22 ,English,18000000.0,7.2
Jody Hill,86.0,Comedy|Crime|Drama,Observe and Report ,English,18000000.0,5.8
Richard Fleischer,103.0,Action|Adventure|Fantasy,Conan the Destroyer ,English,18000000.0,5.8
Martin Scorsese,121.0,Biography|Drama|Sport,Raging Bull ,English,18000000.0,8.3
Brandon Camp,109.0,Drama|Romance,Love Happens ,English,18000000.0,5.6
Barry Levinson,109.0,Adventure|Fantasy|Mystery|Thriller,Young Sherlock Holmes ,English,18000000.0,6.8
Kevin Tancharoen,123.0,Comedy|Drama|Musical|Romance,Fame ,English,18000000.0,5.0
Danny Boyle,94.0,Adventure|Biography|Drama|Thriller,127 Hours ,English,18000000.0,7.6
Woody Allen,94.0,Comedy|Crime,Small Time Crooks ,English,18000000.0,6.7
Nicholas Hytner,115.0,Drama|Music|Romance,Center Stage ,English,18000000.0,6.7
Jessie Nelson,107.0,Comedy,Love the Coopers ,English,17000000.0,5.7
Bart Freundlich,91.0,Comedy|Crime,Catch That Kid ,English,18000000.0,5.2
Irwin Winkler,125.0,Drama,Life as a House ,English,18000000.0,7.5
Danny Boyle,122.0,Biography|Drama,Steve Jobs ,English,30000000.0,7.2
Chris Columbus,102.0,Comedy|Romance,"I Love You, Beth Cooper ",English,18000000.0,5.3
Miguel Arteta,90.0,Comedy|Drama|Romance,Youth in Revolt ,English,18000000.0,6.5
William A. Fraker,98.0,Action|Adventure|Western,The Legend of the Lone Ranger ,English,18000000.0,5.0
John Boorman,109.0,Drama|Thriller,The Tailor of Panama ,English,18000000.0,6.1
Brian De Palma,107.0,Mystery|Thriller,Blow Out ,English,18000000.0,7.4
Courtney Solomon,90.0,Action|Crime|Thriller,Getaway ,English,18000000.0,4.4
Ang Lee,112.0,Drama,The Ice Storm ,English,18000000.0,7.5
Rob Reiner,94.0,Comedy|Drama|Romance,And So It Goes ,English,18000000.0,5.7
Jeff Kanew,105.0,Adventure|Comedy,Troop Beverly Hills ,English,18000000.0,5.5
István Szabó,104.0,Comedy|Drama|Romance,Being Julia ,English,18000000.0,7.1
Adrian Lyne,112.0,Drama|Romance,9½ Weeks ,English,17000000.0,5.9
Matthew Robbins,108.0,Action|Adventure|Fantasy,Dragonslayer ,English,18000000.0,6.7
Michael Hoffman,112.0,Biography|Drama|Romance,The Last Station ,English,13000000.0,7.0
Tim Burton,127.0,Biography|Comedy|Drama,Ed Wood ,English,18000000.0,7.9
Jason Reitman,111.0,Drama,Labor Day ,English,18000000.0,6.9
Sergey Bodrov,126.0,Adventure|Biography|Drama|History|War,Mongol: The Rise of Genghis Khan ,Mongolian,20000000.0,7.3
Guy Ritchie,114.0,Action|Crime|Thriller,RocknRolla ,English,18000000.0,7.3
Kenneth Branagh,150.0,Drama,Hamlet ,English,18000000.0,7.8
Jeff Nichols,112.0,Adventure|Drama|Sci-Fi|Thriller,Midnight Special ,English,18000000.0,6.7
Woody Allen,108.0,Comedy|Romance,Anything Else ,English,18000000.0,6.4
Jonathan Teplitzky,116.0,Biography|Drama|Romance|War,The Railway Man ,English,18000000.0,7.1
Michael Haneke,144.0,Drama|Mystery,The White Ribbon ,German,12000000.0,7.8
Mike Marvin,93.0,Action|Horror|Romance|Sci-Fi|Thriller,The Wraith ,English,2700000.0,5.9
D.J. Caruso,103.0,Crime|Drama|Mystery|Thriller,The Salton Sea ,English,18000000.0,7.2
Gregor Jordan,98.0,Crime|Drama|Thriller,The Informers ,English,18000000.0,5.1
Tran Anh Hung,114.0,Thriller,I Come with the Rain ,English,18000000.0,5.5
Lance Hool,121.0,Action|Drama|History|Romance|War|Western,One Man's Hero ,English,11350000.0,6.2
George A. Romero,87.0,Horror,Day of the Dead ,English,3500000.0,7.2
Chuck Russell,92.0,Action|Crime|Drama|Thriller,I Am Wrath ,English,18000000.0,5.2
Christian Volckman,105.0,Action|Animation|Sci-Fi|Thriller,Renaissance ,English,14000000.0,6.7
Jon Cassar,90.0,Drama|Western,Forsaken ,English,11000000.0,6.3
Richard Fleischer,89.0,Action|Adventure|Fantasy,Red Sonja ,English,17900000.0,5.0
Rodrigo Cortés,114.0,Drama|Horror|Mystery|Thriller,Red Lights ,English,14000000.0,6.2
Greg Mottola,119.0,Comedy,Superbad ,English,20000000.0,7.6
David Hayter,91.0,Action|Horror,Wolves ,English,18000000.0,5.3
Jon M. Chu,98.0,Drama|Music|Musical|Romance,Step Up 2: The Streets ,English,23000000.0,6.2
Cory Edwards,80.0,Action|Animation|Comedy|Crime|Family,Hoodwinked! ,English,17500000.0,6.5
Terry George,121.0,Drama|History|War,Hotel Rwanda ,English,17500000.0,8.1
Xavier Gens,94.0,Action|Crime|Drama|Thriller,Hitman ,English,24000000.0,6.3
Kasi Lemmons,93.0,Drama|Family|Music|Musical,Black Nativity ,English,17500000.0,4.4
Brian A Miller,93.0,Action|Thriller,The Prince ,English,18000000.0,4.6
Matt Dillon,116.0,Crime|Drama|Thriller,City of Ghosts ,English,17500000.0,6.0
Alejandro Amenábar,101.0,Fantasy|Horror|Thriller,The Others ,English,17000000.0,7.6
James Cameron,154.0,Action|Adventure|Sci-Fi,Aliens ,English,18500000.0,8.4
Jim Gillespie,99.0,Horror|Mystery|Thriller,I Know What You Did Last Summer ,English,17000000.0,5.6
Luke Greenfield,104.0,Comedy,Let's Be Cops ,English,17000000.0,6.5
Alexander Payne,126.0,Adventure|Comedy|Drama|Romance,Sideways ,English,12000000.0,7.5
Jay Chandrasekhar,110.0,Comedy,Beerfest ,English,17500000.0,6.3
John Carpenter,101.0,Horror|Thriller,Halloween ,English,300000.0,7.9
Yimou Zhang,80.0,Action|Adventure|History,Hero ,Mandarin,31000000.0,7.9
John Hoffman,87.0,Comedy|Drama|Family|Fantasy|Sci-Fi,Good Boy! ,English,17000000.0,5.1
Malcolm D. Lee,123.0,Comedy|Drama,The Best Man Holiday ,English,17000000.0,6.7
Joe Carnahan,109.0,Action|Crime|Drama|Thriller,Smokin' Aces ,English,17000000.0,6.7
Kevin Greutert,90.0,Horror|Mystery,Saw 3D: The Final Chapter ,English,20000000.0,5.6
Michael Lehmann,96.0,Comedy|Romance,40 Days and 40 Nights ,English,17000000.0,5.6
John Fortenberry,82.0,Comedy|Music|Romance,A Night at the Roxbury ,English,17000000.0,6.2
Daniel Barnz,86.0,Drama|Fantasy|Romance,Beastly ,English,17000000.0,5.6
Alexandre Aja,108.0,Horror,The Hills Have Eyes ,English,15000000.0,6.4
Sam Weisman,98.0,Comedy,Dickie Roberts: Former Child Star ,English,17000000.0,5.6
Niki Caro,129.0,Biography|Drama|Sport,"McFarland, USA ",English,17000000.0,7.4
Jason Moore,112.0,Comedy|Music|Romance,Pitch Perfect ,English,17000000.0,7.2
Michael Tollin,108.0,Comedy|Drama|Romance|Sport,Summer Catch ,English,34000000.0,4.9
Sam Raimi,121.0,Crime|Drama|Thriller,A Simple Plan ,English,17000000.0,7.5
Robert Harmon,89.0,Horror|Mystery|Thriller,They ,English,17000000.0,4.8
Gary Halvorson,73.0,Adventure|Comedy|Family|Fantasy|Musical,The Adventures of Elmo in Grouchland ,English,17000000.0,5.8
Antoine Fuqua,132.0,Crime|Drama|Thriller,Brooklyn's Finest ,English,17000000.0,6.7
Nicholas Ray,154.0,Action|Adventure|Drama|History|War,55 Days at Peking ,English,9000000.0,6.8
Fede Alvarez,96.0,Horror,Evil Dead ,English,17000000.0,6.5
Donald Petrie,98.0,Comedy|Romance,My Life in Ruins ,English,17000000.0,5.9
Paul Weitz,107.0,Comedy|Music,American Dreamz ,English,19000000.0,5.5
Sidney J. Furie,134.0,Action|Adventure|Family|Sci-Fi,Superman IV: The Quest for Peace ,English,17000000.0,3.6
Wayne Kramer,122.0,Action|Crime|Drama|Thriller,Running Scared ,English,17000000.0,7.4
Neil Burger,110.0,Drama|Mystery|Romance|Thriller,The Illusionist ,English,16000000.0,7.6
Noel Marshall,102.0,Adventure|Horror|Thriller,Roar ,English,17000000.0,6.4
Joel Schumacher,98.0,Biography|Crime|Drama|Thriller,Veronica Guerin ,English,17000000.0,6.9
Andrea Di Stefano,120.0,Crime|Drama|Romance|Thriller,Escobar: Paradise Lost ,English,17000000.0,6.6
Guillaume Ivernel,80.0,Adventure|Animation|Family|Fantasy,Dragon Hunters ,French,11000000.0,6.6
Jack Smight,91.0,Sci-Fi,Damnation Alley ,English,17000000.0,5.2
Todd Lincoln,83.0,Horror|Thriller,The Apparition ,English,17000000.0,4.1
Howard Zieff,102.0,Comedy|Drama|Family|Romance,My Girl ,English,16500000.0,6.8
Steven Shainberg,122.0,Biography|Drama|Romance,Fur: An Imaginary Portrait of Diane Arbus ,English,16800000.0,6.5
Neil Burger,110.0,Drama|Mystery|Romance|Thriller,The Illusionist ,English,16000000.0,7.6
Oliver Stone,126.0,Crime|Drama,Wall Street ,English,15000000.0,7.4
Ang Lee,136.0,Drama|Romance,Sense and Sensibility ,English,16500000.0,7.7
Julian Jarrold,120.0,Biography|Drama|Romance,Becoming Jane ,English,16500000.0,7.1
Joe Nussbaum,108.0,Comedy|Romance,Sydney White ,English,16500000.0,6.3
Vadim Perelman,126.0,Drama,House of Sand and Fog ,English,15000000.0,7.6
Peter Weir,128.0,Comedy|Drama,Dead Poets Society ,English,16400000.0,8.0
Peter Farrelly,113.0,Comedy,Dumb & Dumber ,English,16000000.0,7.3
Rob Reiner,89.0,Comedy|Drama|Romance,When Harry Met Sally... ,English,16000000.0,7.6
Sidney Lumet,129.0,Drama,The Verdict ,English,16000000.0,7.8
Todd Phillips,94.0,Comedy,Road Trip ,English,15600000.0,6.5
Brian Robbins,106.0,Comedy|Drama|Romance|Sport,Varsity Blues ,English,16000000.0,6.4
Michel Hazanavicius,100.0,Comedy|Drama|Romance,The Artist ,English,15000000.0,8.0
David S. Goyer,89.0,Drama|Fantasy|Horror|Mystery|Thriller,The Unborn ,English,16000000.0,4.8
Wes Anderson,94.0,Adventure|Comedy|Drama|Romance,Moonrise Kingdom ,English,16000000.0,7.8
Jonathan Liebesman,83.0,Horror,The Texas Chainsaw Massacre: The Beginning ,English,16000000.0,5.9
Cyrus Nowrasteh,111.0,Drama,The Young Messiah ,English,18500000.0,5.4
Guillermo del Toro,112.0,Drama|Fantasy|War,Pan's Labyrinth ,Spanish,13500000.0,8.2
John Whitesell,94.0,Action|Comedy|Crime|Family,See Spot Run ,English,35000000.0,5.4
John Singleton,130.0,Crime|Drama|Romance|Thriller,Baby Boy ,English,16000000.0,6.4
Christian E. Christiansen,91.0,Drama|Horror|Thriller,The Roommate ,English,16000000.0,4.8
Dennie Gordon,91.0,Adventure|Comedy|Drama,Joe Dirt ,English,17700000.0,5.9
Sheldon Lettich,110.0,Action|Crime,Double Impact ,English,15000000.0,5.5
Edgar Wright,121.0,Action|Comedy|Mystery,Hot Fuzz ,English,8000000.0,7.9
Diane English,114.0,Comedy|Drama,The Women ,English,16500000.0,4.9
Woody Allen,96.0,Drama|Romance,Vicky Cristina Barcelona ,English,15500000.0,7.2
Jon Lucas,100.0,Comedy,Bad Moms ,English,20000000.0,6.7
Robert Iscove,94.0,Comedy|Drama|Romance,Boys and Girls ,English,16000000.0,5.3
Peter Kosminsky,109.0,Drama,White Oleander ,English,16000000.0,7.2
Karyn Kusama,107.0,Comedy|Fantasy|Horror,Jennifer's Body ,English,16000000.0,5.1
Nick Gomez,96.0,Comedy|Crime|Mystery,Drowning Mona ,English,16000000.0,5.6
Woody Allen,88.0,Comedy,Radio Days ,English,16000000.0,7.6
Allen Coulter,113.0,Drama|Romance,Remember Me ,English,16000000.0,7.2
Clare Kilner,101.0,Comedy|Drama|Romance,How to Deal ,English,16000000.0,5.7
Richard Benjamin,105.0,Comedy|Romance|Sci-Fi,My Stepmother Is an Alien ,English,20000000.0,5.2
Jonathan Demme,125.0,Drama,Philadelphia ,English,26000000.0,7.7
Josef Rusnak,100.0,Mystery|Sci-Fi|Thriller,The Thirteenth Floor ,English,16000000.0,7.0
Ronald Neame,108.0,Action|Drama|Sci-Fi|Thriller,Meteor ,English,16000000.0,4.9
Bruce Paltrow,112.0,Comedy|Drama|Music,Duets ,English,15000000.0,6.0
Woody Allen,112.0,Comedy|Romance,Hollywood Ending ,English,16000000.0,6.6
Adam Rifkin,95.0,Comedy|Music,Detroit Rock City ,English,15000000.0,6.8
Russell Mulcahy,110.0,Action|Adventure|Fantasy,Highlander ,English,16000000.0,7.2
Susanne Bier,118.0,Drama,Things We Lost in the Fire ,English,16000000.0,7.2
James Gray,120.0,Drama|Romance,The Immigrant ,English,16000000.0,6.6
James Ivory,135.0,Drama|History|Romance|War,The White Countess ,English,16000000.0,6.7
Danny Boyle,101.0,Crime|Drama|Mystery|Thriller,Trance ,English,20000000.0,7.0
Jessy Terrero,92.0,Comedy,Soul Plane ,English,16000000.0,4.4
Dany Boon,106.0,Comedy|Romance,Welcome to the Sticks ,French,11000000.0,7.1
Vicente Amorim,92.0,Drama|Romance|War,Good ,English,15000000.0,6.2
Amy Heckerling,92.0,Comedy|Horror|Romance,Vamps ,English,16000000.0,5.1
Lasse Hallström,93.0,Drama|Family,Hachi: A Dog's Tale ,English,16000000.0,8.1
Jérôme Salle,110.0,Crime|Drama|Thriller,Zulu ,English,16000000.0,6.7
Tommy Lee Jones,122.0,Drama|Western,The Homesman ,English,16000000.0,6.6
Jesse Vaughan,91.0,Comedy|Drama|Romance|Sport,Juwanna Mann ,English,15600000.0,4.5
Wayne Beach,93.0,Drama|Mystery|Thriller,Slow Burn ,English,15500000.0,5.9
Gérard Krawczyk,94.0,Action|Comedy|Crime|Drama|Thriller,Wasabi ,French,15300000.0,6.6
James Gunn,95.0,Comedy|Horror|Sci-Fi,Slither ,English,15500000.0,6.5
Martin Brest,105.0,Action|Comedy|Crime,Beverly Hills Cop ,English,14000000.0,7.3
Chris Columbus,103.0,Comedy|Family,Home Alone ,English,18000000.0,7.5
Leonard Nimoy,102.0,Comedy|Drama|Family,3 Men and a Baby ,English,11000000.0,5.9
Sydney Pollack,116.0,Comedy|Drama|Romance,Tootsie ,English,22000000.0,7.4
Tony Scott,110.0,Action|Drama|Romance,Top Gun ,English,15000000.0,6.9
Ang Lee,120.0,Action|Drama|Romance,"Crouching Tiger, Hidden Dragon ",Mandarin,15000000.0,7.9
Sam Mendes,122.0,Drama,American Beauty ,English,15000000.0,8.4
Tom Hooper,118.0,Biography|Drama|History|Romance,The King's Speech ,English,15000000.0,8.0
Ivan Reitman,107.0,Comedy|Crime,Twins ,English,15000000.0,6.0
Udayan Prasad,102.0,Drama|Romance,The Yellow Handkerchief ,English,15500000.0,6.8
Steven Spielberg,154.0,Drama,The Color Purple ,English,15000000.0,7.8
Morten Tyldum,114.0,Biography|Drama|Thriller|War,The Imitation Game ,English,14000000.0,8.1
Howard Zieff,109.0,Comedy|War,Private Benjamin ,English,10000000.0,6.1
Thor Freudenthal,94.0,Comedy|Family,Diary of a Wimpy Kid ,English,15000000.0,6.2
Andrés Muschietti,100.0,Fantasy|Horror,Mama ,English,20000000.0,6.2
John Carpenter,101.0,Horror|Thriller,Halloween ,English,300000.0,7.9
Harold Ramis,98.0,Adventure|Comedy,National Lampoon's Vacation ,English,15000000.0,7.4
Jeff Tremaine,102.0,Comedy,Bad Grandpa ,English,15000000.0,6.6
Stephen Frears,94.0,Biography|Drama,The Queen ,English,9800000.0,7.3
Tim Burton,92.0,Comedy|Fantasy,Beetlejuice ,English,15000000.0,7.5
Tyler Perry,113.0,Comedy|Drama,Why Did I Get Married? ,English,15000000.0,5.6
Gillian Armstrong,115.0,Drama|Family|Romance,Little Women ,English,15000000.0,7.3
James Watkins,95.0,Drama|Fantasy|Horror|Thriller,The Woman in Black ,English,17000000.0,6.4
Simon West,87.0,Horror|Thriller,When a Stranger Calls ,English,15000000.0,5.0
Shawn Levy,88.0,Adventure|Comedy|Family,Big Fat Liar ,English,15000000.0,5.4
Barry Levinson,97.0,Comedy|Drama,Wag the Dog ,English,15000000.0,7.1
Jim Fall,94.0,Adventure|Comedy|Family|Music|Romance,The Lizzie McGuire Movie ,English,17000000.0,5.3
Ric Roman Waugh,112.0,Action|Drama|Thriller,Snitch ,English,15000000.0,6.5
Michael Dougherty,98.0,Comedy|Fantasy|Horror,Krampus ,English,15000000.0,6.2
Robert Rodriguez,104.0,Horror|Mystery|Sci-Fi,The Faculty ,English,15000000.0,6.4
James Mangold,120.0,Crime|Drama|Thriller,Cop Land ,English,10000000.0,6.9
Joel Gallen,99.0,Comedy,Not Another Teen Movie ,English,16000000.0,5.7
David Ayer,109.0,Crime|Drama|Thriller,End of Watch ,English,7000000.0,7.7
Cameron Crowe,105.0,Comedy|Drama|Romance,Aloha ,English,37000000.0,5.4
Rob Cohen,106.0,Action|Crime|Drama|Thriller,The Skulls ,English,15000000.0,5.6
James Marsh,123.0,Biography|Drama|Romance,The Theory of Everything ,English,15000000.0,7.7
John Whitesell,86.0,Comedy|Crime,Malibu's Most Wanted ,English,16000000.0,5.1
Matt Williams,120.0,Comedy|Drama|Romance,Where the Heart Is ,English,15000000.0,6.8
Rob Zombie,119.0,Horror,Halloween II ,English,15000000.0,4.9
Jean-Marc Vallée,115.0,Adventure|Biography|Drama,Wild ,English,15000000.0,7.1
Dennis Iliadis,114.0,Crime|Horror|Thriller,The Last House on the Left ,English,15000000.0,6.6
Clare Kilner,90.0,Comedy|Romance,The Wedding Date ,English,15000000.0,6.1
Rick Rosenthal,94.0,Comedy|Horror|Thriller,Halloween: Resurrection ,English,15000000.0,4.1
Rob Reiner,98.0,Adventure|Family|Fantasy|Romance,The Princess Bride ,English,16000000.0,8.1
Denzel Washington,126.0,Biography|Drama,The Great Debaters ,English,15000000.0,7.6
Nicolas Winding Refn,100.0,Crime|Drama,Drive ,English,15000000.0,7.8
Sara Sugarman,89.0,Comedy|Family|Music|Romance,Confessions of a Teenage Drama Queen ,English,15000000.0,4.6
Nicholas Hytner,111.0,Comedy|Drama|Romance,The Object of My Affection ,English,15000000.0,6.0
Juan Carlos Fresnadillo,100.0,Drama|Horror|Sci-Fi,28 Weeks Later ,English,15000000.0,7.0
Thomas Carter,115.0,Drama|Family|Sport,When the Game Stands Tall ,English,15000000.0,6.7
Wayne Wang,106.0,Comedy|Drama|Family,Because of Winn-Dixie ,English,14000000.0,6.4
Gina Prince-Bythewood,124.0,Drama|Romance|Sport,Love & Basketball ,English,15000000.0,7.2
George Armitage,107.0,Action|Comedy|Crime|Romance|Thriller,Grosse Pointe Blank ,English,15000000.0,7.4
Phil Traill,99.0,Comedy|Romance,All About Steve ,English,15000000.0,4.8
Joe Berlinger,90.0,Adventure|Fantasy|Horror|Mystery|Thriller,Book of Shadows: Blair Witch 2 ,English,15000000.0,4.0
Andrew Fleming,101.0,Drama|Fantasy|Horror|Thriller,The Craft ,English,15000000.0,6.2
Woody Allen,119.0,Drama|Romance|Thriller,Match Point ,English,15000000.0,7.7
Elizabeth Allen Rosenbaum,103.0,Adventure|Comedy|Family|Fantasy,Ramona and Beezus ,English,15000000.0,6.7
James Ivory,134.0,Drama|Romance,The Remains of the Day ,English,11500000.0,7.9
Paul Thomas Anderson,155.0,Drama,Boogie Nights ,English,15000000.0,7.9
Robert Harmon,94.0,Action|Crime|Drama|Romance|Thriller,Nowhere to Run ,English,15000000.0,5.5
Michael Mayer,95.0,Adventure|Drama|Family,Flicka ,English,15000000.0,6.2
Martin Weisz,89.0,Horror,The Hills Have Eyes II ,English,15000000.0,5.1
John Ottman,97.0,Horror|Mystery|Thriller,Urban Legends: Final Cut ,English,14000000.0,4.1
Jay Russell,90.0,Drama|Family|Fantasy|Romance,Tuck Everlasting ,English,15000000.0,6.7
John Bonito,92.0,Action|Drama|Thriller,The Marine ,English,20000000.0,4.7
Peter Atencio,100.0,Action|Comedy,Keanu ,English,15000000.0,6.4
Shana Feste,117.0,Drama|Music,Country Strong ,English,15000000.0,6.3
David Nutter,84.0,Horror|Mystery|Sci-Fi|Thriller,Disturbing Behavior ,English,15000000.0,5.5
Derek Cianfrance,140.0,Crime|Drama|Thriller,The Place Beyond the Pines ,English,15000000.0,7.3
Roger Donaldson,108.0,Action|Crime|Thriller,The November Man ,English,15000000.0,6.3
Stephan Elliott,109.0,Drama|Mystery|Thriller,Eye of the Beholder ,English,15000000.0,4.9
Kathryn Bigelow,131.0,Drama|History|Thriller|War,The Hurt Locker ,English,15000000.0,7.6
Mark L. Lester,114.0,Action|Horror|Sci-Fi|Thriller,Firestarter ,English,15000000.0,6.0
Andrew Dominik,97.0,Crime|Thriller,Killing Them Softly ,English,15000000.0,6.2
Anton Corbijn,122.0,Crime|Drama|Thriller,A Most Wanted Man ,English,15000000.0,6.8
Tom Green,87.0,Comedy,Freddy Got Fingered ,English,15000000.0,4.5
Mike Nawrocki,85.0,Adventure|Animation|Comedy|Family,The Pirates Who Don't Do Anything: A VeggieTales Movie ,English,15000000.0,5.7
Douglas Aarniokoski,101.0,Action|Adventure|Fantasy|Sci-Fi,Highlander: Endgame ,English,15000000.0,4.6
Bryan Barber,121.0,Crime|Drama|Musical|Romance,Idlewild ,English,15000000.0,6.2
Lone Scherfig,107.0,Drama|Romance,One Day ,English,15000000.0,7.0
Drew Barrymore,111.0,Drama|Sport,Whip It ,English,15000000.0,6.9
James Foley,97.0,Crime|Thriller,Confidence ,English,15000000.0,6.7
Albert Brooks,97.0,Comedy,The Muse ,English,15000000.0,5.6
Irwin Winkler,125.0,Biography|Drama|Music|Musical,De-Lovely ,English,20000000.0,6.6
Woody Allen,124.0,Comedy|Drama|Romance,New York Stories ,English,15000000.0,6.4
RZA,107.0,Action,The Man with the Iron Fists ,English,15000000.0,5.4
Dean Parisot,91.0,Comedy|Drama|Romance,Home Fries ,English,15000000.0,5.0
Mark Piznarski,96.0,Drama|Romance,Here on Earth ,English,15000000.0,5.1
Terry Gilliam,142.0,Drama|Sci-Fi,Brazil ,English,15000000.0,8.0
Sean McNamara,103.0,Family|Music|Romance,Raise Your Voice ,English,15000000.0,5.9
Joel Coen,117.0,Comedy|Crime,The Big Lebowski ,English,15000000.0,8.2
Craig Brewer,116.0,Drama|Music,Black Snake Moan ,English,15000000.0,7.0
Ron Shelton,118.0,Crime|Drama|Romance|Thriller,Dark Blue ,English,15000000.0,6.6
Michael Winterbottom,108.0,Biography|Drama|History|Thriller|War,A Mighty Heart ,English,16000000.0,6.7
David Raynr,94.0,Comedy|Drama|Romance,Whatever It Takes ,English,15000000.0,5.5
Mort Nathan,97.0,Comedy,Boat Trip ,English,20000000.0,4.9
Oliver Parker,97.0,Comedy|Drama|Romance,The Importance of Being Earnest ,English,15000000.0,6.9
Wil Shriner,91.0,Adventure|Comedy|Family,Hoot ,English,15000000.0,5.6
Martin McDonagh,107.0,Comedy|Crime|Drama,In Bruges ,English,15000000.0,8.0
Tina Gordon Chism,95.0,Comedy|Romance,Peeples ,English,15000000.0,5.3
Peter Cattaneo,102.0,Comedy|Music,The Rocker ,English,15000000.0,6.2
Vicky Jenson,88.0,Comedy|Romance,Post Grad ,English,15000000.0,5.3
Gus Van Sant,106.0,Drama,Promised Land ,English,15000000.0,6.6
Woody Allen,92.0,Comedy|Romance,Whatever Works ,English,15000000.0,7.2
Mary Lambert,105.0,Drama|Mystery|Thriller,The In Crowd ,English,15000000.0,4.6
Tommy Lee Jones,107.0,Adventure|Crime|Drama|Mystery|Western,Three Burials ,English,15000000.0,7.5
Peter Kassovitz,120.0,Drama|War,Jakob the Liar ,English,15000000.0,6.5
Shane Black,103.0,Comedy|Crime|Mystery,Kiss Kiss Bang Bang ,English,15000000.0,7.6
Rodman Flender,92.0,Comedy|Fantasy|Horror|Thriller,Idle Hands ,English,20000000.0,6.2
David Lynch,147.0,Drama|Mystery|Thriller,Mulholland Drive ,English,15000000.0,8.0
Woody Allen,98.0,Comedy|Drama|Romance,You Will Meet a Tall Dark Stranger ,English,22000000.0,6.3
Mark Romanek,103.0,Drama|Romance|Sci-Fi,Never Let Me Go ,English,15000000.0,7.2
Brad Anderson,111.0,Crime|Drama|Mystery|Thriller,Transsiberian ,English,15000000.0,6.7
Michael Chapman,98.0,Adventure|Drama|Fantasy,The Clan of the Cave Bear ,English,15000000.0,5.3
Antonio Banderas,111.0,Comedy|Crime|Drama,Crazy in Alabama ,English,15000000.0,6.3
Michael Haneke,111.0,Crime|Drama|Horror|Thriller,Funny Games ,English,15000000.0,6.5
Fritz Lang,145.0,Drama|Sci-Fi,Metropolis ,German,6000000.0,8.3
Pierre Morel,84.0,Action|Crime|Thriller,District B13 ,French,12000000.0,7.2
